Data,Close_filled,Close_filled_std
2005-11-20,2.2187,-0.783223491761947
2005-11-27,2.2329,-0.7733073779682627
2005-12-04,2.2061,-0.7920222969591602
2005-12-11,2.2446,-0.7651370588565647
2005-12-18,2.3356,-0.7015901324322482
2005-12-25,2.3327,-0.7036152542633527
2006-01-01,2.3407,-0.6980287112809952
2006-01-08,2.287,-0.73552838105007
2006-01-15,2.2747,-0.7441176908854445
2006-01-22,2.2756,-0.7434892047999295
2006-01-29,2.2152,-0.7856676043167287
2006-02-05,2.2202,-0.782176014952755
2006-02-12,2.1575,-0.825960545576982
2006-02-19,2.1186,-0.8531251108286956
2006-02-26,2.1355,-0.8413235387784653
2006-03-05,2.1155,-0.8552898962343591
2006-03-12,2.1447,-0.8348990143487542
2006-03-19,2.1188,-0.8529854472541367
2006-03-26,2.1628,-0.8222594608511704
2006-04-02,2.1724,-0.8155556092723412
2006-04-09,2.1409,-0.8375526222653741
2006-04-16,2.1384499998267192,-0.839263501174726
2006-04-23,2.1208999999483846,-0.8515189797573116
2006-04-30,2.0892,-0.8736556562888593
2006-05-07,2.0587,-0.8949543514090974
2006-05-14,2.1307,-0.8446754645678798
2006-05-21,2.193,-0.8011702610927707
2006-05-28,2.252,-0.7599695065978842
2006-06-04,2.2595,-0.7547321225519238
2006-06-11,2.2615,-0.7533354868063347
2006-06-18,2.2521,-0.7598996748106046
2006-06-25,2.2462,-0.7640197502600933
2006-07-02,2.1643,-0.8212119840419783
2006-07-09,2.1765,-0.8126925059938831
2006-07-16,2.213,-0.7872039036368769
2006-07-23,2.1935,-0.8008211021563735
2006-07-30,2.18,-0.8102483934391015
2006-08-06,2.172,-0.815834936421459
2006-08-13,2.1616,-0.8230974422985239
2006-08-20,2.1456,-0.834270528263239
2006-08-27,2.1571,-0.8262398727261001
2006-09-03,2.1468,-0.8334325468158854
2006-09-10,2.1582,-0.8254717230660259
2006-09-17,2.154,-0.8284046581317636
2006-09-24,2.2177,-0.783921809634742
2006-10-01,2.1742,-0.8142986371013109
2006-10-08,2.1636,-0.8217008065529344
2006-10-15,2.1419,-0.8368543043925791
2006-10-22,2.1457,-0.8342006964759593
2006-10-29,2.1378,-0.8397174076710375
2006-11-05,2.142,-0.8367844726052999
2006-11-12,2.1489,-0.8319660792830166
2006-11-19,2.1593,-0.8247035734059517
2006-11-26,2.17,-0.8172315721670486
2006-12-03,2.1672,-0.8191868622108738
2006-12-10,2.1442,-0.8352481732851514
2006-12-17,2.147,-0.8332928832413264
2006-12-24,2.1518,-0.8299409574519118
