Data,Close_filled,Close_filled_std
2005-11-20,561.66,-1.5559037815088281
2005-11-27,561.43,-1.5562751963841535
2005-12-04,580.7,-1.5251570892210364
2005-12-11,586.36,-1.516017053593468
2005-12-18,583.03,-1.5213944950492637
2005-12-25,585.95,-1.5166791409799174
2006-01-01,592.6433588885948,-1.5058703885576812
2006-01-08,635.29,-1.4370025759862388
2006-01-15,640.27,-1.4289606365118057
2006-01-22,667.31,-1.3852951659518329
2006-01-29,683.37,-1.3593607185704286
2006-02-05,671.34,-1.3787873313972212
2006-02-12,678.8,-1.3667405706584121
2006-02-19,692.58,-1.3444879750845797
2006-02-26,691.47,-1.3462804555698449
2006-03-05,713.78,-1.310253212663299
2006-03-12,687.67,-1.352416875249131
2006-03-19,692.21,-1.345085468579668
2006-03-26,687.56,-1.3525945084503737
2006-04-02,690.36,-1.34807293605511
2006-04-09,694.75,-1.3409837564782505
2006-04-16,683.0283465734925,-1.3599124366783013
2006-04-23,700.8180256235277,-1.331184821780717
2006-04-30,697.34,-1.3368013020126317
2006-05-07,716.31,-1.3061676490347218
2006-05-14,692.6,-1.3444556781388992
2006-05-21,665.16,-1.3887670876124816
2006-05-28,660.89,-1.3956624855152582
2006-06-04,663.64,-1.3912216554841959
2006-06-11,631.8,-1.442638393007478
2006-06-18,606.66,-1.483235653727808
2006-06-25,614.19,-1.471075853679117
2006-07-02,649.3,-1.414378565537081
2006-07-09,635.14,-1.437244803078842
2006-07-16,617.03,-1.4664896873924929
2006-07-23,635.29,-1.4370025759862388
2006-07-30,652.13,-1.409808547723297
2006-08-06,648.44,-1.4157673342013404
2006-08-13,657.82,-1.4006200666772077
2006-08-20,666.8,-1.3861187380666844
2006-08-27,648.63,-1.4154605132173763
2006-09-03,681.66,-1.3621221074261074
2006-09-10,692.96,-1.343874333116651
2006-09-17,694.72,-1.341032201896771
2006-09-24,662.07,-1.3937569657201114
2006-10-01,687.69,-1.3523845783034505
2006-10-08,710.56,-1.315453020917852
2006-10-15,720.25,-1.2998051507356723
2006-10-22,723.9,-1.2939109581489896
2006-10-29,725.32,-1.2916178750056773
2006-11-05,755.64,-1.2426557053541099
2006-11-12,752.98,-1.2469511991296103
2006-11-19,768.16,-1.222437817358146
2006-11-26,809.59,-1.1555346943810867
2006-12-03,810.95,-1.1533385020748157
2006-12-10,831.61,-1.1199757571869073
2006-12-17,858.19,-1.0770531163775847
2006-12-24,851.21,-1.0883247504200628
2006-12-31,863.6594766427557,-1.0682207468760052
2007-01-07,824.91,-1.1307952339898593
2007-01-14,833.53,-1.116875250401584
2007-01-21,844.19,-1.099660978353902
2007-01-28,851.5,-1.0878564447076964
2007-02-04,865.42,-1.0653777705141008
2007-02-11,862.73,-1.0697217097081217
2007-02-18,877.97,-1.0451114370996162
2007-02-25,892.94,-1.0209371732577968
2007-03-04,832.0,-1.1193459667461385
2007-03-11,866.38,-1.063827517121439
2007-03-18,850.15,-1.0900364885411271
2007-03-25,891.72,-1.0229072869443043
2007-04-01,886.22,-1.0317889470064292
2007-04-08,912.5412375964818,-0.9892841679616351
2007-04-15,908.25,-0.9962138613394097
2007-04-22,937.63,-0.9487696481348236
2007-04-29,956.32,-0.9185881523964397
2007-05-06,979.22,-0.8816081495923205
2007-05-13,996.74,-0.8533160251762433
2007-05-20,1008.73,-0.8339540062408114
2007-05-27,1018.29,-0.8185160662055547
2007-06-03,1051.88,-0.7642733459352329
2007-06-10,1029.53,-0.8003651827331398
2007-06-17,1065.22,-0.7427312831663705
2007-06-24,1055.83,-0.7578946991633436
2007-07-01,1071.42,-0.7327192300054298
2007-07-08,1106.74,-0.6756828239337491
2007-07-15,1120.23,-0.6538985340722833
2007-07-22,1124.93,-0.6463087518373766
2007-07-29,1057.0,-0.7560053278410369
2007-08-05,1052.7,-0.7629491711623344
2007-08-12,1064.24,-0.7443138335047128
2007-08-19,975.53,-0.8875669360703642
2007-08-26,1040.84,-0.7821012599508435
2007-09-02,1046.69,-0.7726544033393107
2007-09-09,1029.68280901063,-0.8001184195173496
2007-09-16,1038.79,-0.7854116968830899
2007-09-23,1053.53,-0.7616088479165957
2007-09-30,1089.96,-0.7027799613596496
2007-10-07,1123.53,-0.6485695380350085
2007-10-14,1109.5776783486708,-0.6711004067594681
2007-10-21,1090.59,-0.7017626075707155
2007-10-28,1121.79,-0.651379372309208
2007-11-04,1131.0298999073668,-0.6364583450391552
2007-11-11,1105.07,-0.6783796188980671
2007-11-18,1101.6,-0.6839831389736258
2007-11-25,1035.24,-0.7911444047413703
2007-12-02,1068.21,-0.7379028897871427
2007-12-09,1102.53,-0.6824813309994846
2007-12-16,1048.71,-0.7693924118255848
2007-12-23,1033.4,-0.7941157237439719
2007-12-30,1054.02,-0.7608175727474246
2008-01-06,1019.83,-0.8160292013881597
2008-01-13,1007.46,-0.8360048622915202
2008-01-20,938.88,-0.9467510890297952
2008-01-27,930.3198160840152,-0.9605744787772578
2008-02-03,945.52,-0.9360285030638846
2008-02-10,909.67,-0.9939207781960976
2008-02-17,955.8,-0.9194278729841316
2008-02-24,993.43,-0.8586611696863584
2008-03-02,1008.72,-0.8339701547136515
2008-03-09,995.47,-0.855366881226952
2008-03-16,955.16,-0.9204613752459061
2008-03-23,902.7872608049386,-1.0050353508918788
2008-03-30,898.78,-1.0115064651191044
2008-04-06,940.91,-0.9434729490432292
2008-04-13,916.25,-0.9832950830672282
2008-04-20,932.79,-0.9565855089894933
2008-04-27,938.54,-0.947300137106363
2008-05-04,1086.0,-0.7091747566043795
2008-05-11,1047.0,-0.7721538006812637
2008-05-18,1088.0,-0.7059450620363341
2008-05-25,1068.0,-0.7382420077167875
2008-06-01,1103.0,-0.6817223527759939
2008-06-08,1061.0,-0.7495459387049462
2008-06-15,1035.0,-0.7915319680895357
2008-06-22,1000.0,-0.8480516230303293
2008-06-29,989.0,-0.8658149431545787
2008-07-06,921.0,-0.9756245584681206
2008-07-13,932.0,-0.9578612383438712
2008-07-20,953.0,-0.923949445379395
2008-07-27,952.0,-0.9255642926634177
2008-08-03,959.0,-0.9142603616752589
2008-08-10,947.0,-0.9336385290835311
2008-08-17,885.0,-1.0337590606929368
2008-08-24,876.0,-1.0482926862491408
2008-08-31,870.0,-1.057981769953277
