Data,Close_filled,Close_filled_std
2005-11-20,31102.0,-1.5175227970581395
2005-11-27,31919.0,-1.4904982958065633
2005-12-04,32832.0,-1.4602983329636146
2005-12-11,32921.0,-1.4573544154466131
2005-12-18,33291.0,-1.445115657229865
2005-12-25,33331.0,-1.4437925482334597
2006-01-01,33509.06876523941,-1.437902438601784
2006-01-08,35475.0,-1.372873906026141
2006-01-15,35897.0,-1.358915106114066
2006-01-22,36694.0,-1.3325521593606926
2006-01-29,37822.0,-1.2952404856620658
2006-02-05,37261.0,-1.3137970893366488
2006-02-12,36975.0,-1.323257318660946
2006-02-19,38421.0,-1.2754269284408981
2006-02-26,38610.0,-1.2691752384328834
2006-03-05,39239.0,-1.2483693494644117
2006-03-12,36890.0,-1.326068925278307
2006-03-19,38049.0,-1.2877318421074664
2006-03-26,37577.0,-1.3033445282650478
2006-04-02,37951.0,-1.2909734591486592
2006-04-09,38926.0,-1.2587226773612823
2006-04-16,38324.94911721987,-1.2786040731188744
2006-04-23,39768.47718425672,-1.2308554488173777
2006-04-30,40363.0,-1.2111899866654257
2006-05-07,41417.0,-1.1763260646101485
2006-05-14,40211.0,-1.2162178008517652
2006-05-21,37732.0,-1.2982174809039777
2006-05-28,38629.0,-1.268546761659591
2006-06-04,37942.0,-1.2912711586728502
2006-06-11,35074.0,-1.3861380737151032
2006-06-18,34398.0,-1.408498615754351
2006-06-25,34661.0,-1.399799174102987
2006-07-02,36630.0,-1.3346691337549408
2006-07-09,36101.0,-1.3521672502323996
2006-07-16,35349.0,-1.3770416993648174
2006-07-23,35510.0,-1.3717161856542865
2006-07-30,37381.0,-1.3098277623474333
2006-08-06,37847.0,-1.2944135425393126
2006-08-13,36944.0,-1.3242827281331602
2006-08-20,37551.0,-1.3042045491127112
2006-08-27,35957.0,-1.3569304426194584
2006-09-03,37329.0,-1.31154780404276
2006-09-10,36558.0,-1.3370507299484702
2006-09-17,36169.0,-1.349917964938511
2006-09-24,34798.0,-1.3952675257902991
2006-10-01,36449.0,-1.3406562019636745
2006-10-08,37940.0,-1.2913373141226705
2006-10-15,38850.0,-1.2612365844544522
2006-10-22,38642.0,-1.2681167512357594
2006-10-29,39328.0,-1.24542543194741
2006-11-05,40435.0,-1.2088083904718963
2006-11-12,40719.0,-1.1994143165974194
2006-11-19,41029.0,-1.189160221875279
2006-11-26,41757.0,-1.1650796381407043
2006-12-03,41327.0,-1.1793030598520602
2006-12-10,42977.0,-1.1247248137503458
2006-12-17,43595.0,-1.1042827797558854
2006-12-24,43355.0,-1.1122214337343166
2006-12-31,44758.38604374568,-1.0658006162365812
2007-01-07,42245.0,-1.1489377083845609
2007-01-14,43094.0,-1.1208547199358605
2007-01-21,43427.0,-1.1098398375407872
2007-01-28,44412.0,-1.0772582785043092
2007-02-04,44997.0,-1.0579078094318832
2007-02-11,44284.0,-1.0814922272928058
2007-02-18,45849.0,-1.0297255878084524
2007-02-25,46015.0,-1.0242346854733708
2007-03-04,42369.0,-1.1448360704957048
2007-03-11,44133.0,-1.0864869637542354
2007-03-18,42730.0,-1.1328950118031478
2007-03-25,45532.0,-1.0402112266049637
2007-04-01,45804.0,-1.0312140854294083
2007-04-08,46756.92895549975,-0.9996933635804899
2007-04-15,47926.0,-0.9610231531701123
2007-04-22,49408.0,-0.9120019648532997
2007-04-29,49229.0,-0.9179228776122129
2007-05-06,50597.0,-0.8726725499351551
2007-05-13,50902.0,-0.8625838438375655
2007-05-20,52077.0,-0.8237175170681627
2007-05-27,51617.0,-0.8389332705268225
2007-06-03,53422.0,-0.7792279770640378
2007-06-10,52329.0,-0.81538193039081
2007-06-17,54518.0,-0.7429747905625353
2007-06-24,54267.0,-0.751277299514978
2007-07-01,54392.0,-0.7471425839012117
2007-07-08,56443.0,-0.6793001701105351
2007-07-15,57644.0,-0.639573822493469
2007-07-22,57442.0,-0.6462555229253152
2007-07-29,52922.0,-0.7957668395191029
2007-08-05,52846.0,-0.7982807466122727
2007-08-12,52638.0,-0.8051609133935798
2007-08-19,48558.0,-0.9401180310269102
2007-08-26,52997.0,-0.7932860101508431
2007-09-02,54637.0,-0.7390385412982299
2007-09-09,53653.28180217692,-0.7715777012349105
2007-09-16,54671.0,-0.7379138986512854
2007-09-23,57798.0,-0.6344798528573089
2007-09-30,60465.0,-0.5462615605219922
2007-10-07,62318.0,-0.4849685362635213
2007-10-14,62698.020196252655,-0.47239833275158233
2007-10-21,60894.0,-0.5320712165355465
2007-10-28,64275.0,-0.4202354286143969
2007-11-04,63602.40085824785,-0.44248347800006405
2007-11-11,64320.0,-0.418746930993441
2007-11-18,64609.0,-0.40918746849441345
2007-11-25,60970.0,-0.5295573094423766
2007-12-02,63006.0,-0.46221106152535185
2007-12-09,65638.0,-0.3751504895618897
2007-12-16,62444.0,-0.4808007429248449
2007-12-23,63097.0,-0.45920098855853003
2007-12-30,63886.0,-0.43310266360443744
2008-01-06,61036.0,-0.527374179598308
2008-01-13,61942.0,-0.4974057608297302
2008-01-20,57506.0,-0.6441385485310669
2008-01-27,57950.499933020685,-0.6294355020240374
