Data,Ativo,Close,Close_level_Smoothed,Close_level_filtered,Close_fittedvalues,Close_resid,Close_filled
2005-11-18,IBOV,31102.0,28616.145940623624,28433.745075093357,0.0,31102.0,31102.0
2005-11-21,IBOV,31110.0,30955.2922525372,30913.76803620704,28433.745075093357,2676.2549249066433,31110.0
2005-11-22,IBOV,31489.0,31480.643132121102,31446.860589056312,30913.76803620704,575.2319637929613,31489.0
2005-11-23,IBOV,31942.0,31908.01799540387,31905.728057428056,31446.860589056312,495.13941094368784,31942.0
2005-11-24,IBOV,31944.0,31936.987441190064,31941.196349884784,31905.728057428056,38.27194257194424,31944.0
2005-11-25,IBOV,31919.0,31883.741565849796,31920.626016207203,31941.196349884784,-22.196349884783558,31919.0
2005-11-28,IBOV,31357.0,31417.125398061093,31398.2889976014,31920.626016207203,-563.6260162072031,31357.0
2005-11-29,IBOV,31651.0,31655.420097108195,31632.487398253725,31398.2889976014,252.7110023985988,31651.0
2005-11-30,IBOV,31916.0,31945.536066109664,31895.23099573678,31632.487398253725,283.5126017462753,31916.0
2005-12-01,IBOV,32617.0,32581.933218033628,32564.126076815388,31895.23099573678,721.7690042632203,32617.0
2005-12-02,IBOV,32832.0,32807.20700994357,32812.376623055345,32564.126076815388,267.87392318461207,32832.0
2005-12-05,IBOV,32701.0,32741.807497797086,32709.159007905862,32812.376623055345,-111.37662305534468,32701.0
2005-12-06,IBOV,33223.0,33154.83556489613,33185.35805502229,32709.159007905862,513.8409920941376,33223.0
2005-12-07,IBOV,32756.0,32768.70300128103,32787.45306141695,33185.35805502229,-429.3580550222905,32756.0
2005-12-08,IBOV,32480.0,32531.50057257041,32502.52278700833,32787.45306141695,-307.4530614169489,32480.0
2005-12-09,IBOV,32921.0,32898.0914562344,32890.34402574295,32502.52278700833,418.47721299167097,32921.0
2005-12-12,IBOV,32970.0,32996.10230609392,32964.1647205142,32890.34402574295,79.65597425705346,32970.0
2005-12-13,IBOV,33419.0,33400.136896476266,33385.68057856858,32964.1647205142,454.83527948580013,33419.0
2005-12-14,IBOV,33629.0,33583.020241545986,33611.17538807832,33385.68057856858,243.31942143142078,33629.0
2005-12-15,IBOV,33193.0,33226.83636321399,33223.63386376576,33611.17538807832,-418.1753880783217,33193.0
2005-12-16,IBOV,33291.0,33267.350401118776,33286.0650251099,33223.63386376576,67.3661362342391,33291.0
2005-12-19,IBOV,33005.0,33030.59626641635,33025.58970454503,33286.0650251099,-281.0650251098996,33005.0
2005-12-20,IBOV,33066.0,33093.93305716569,33063.03970266785,33025.58970454503,40.41029545496713,33066.0
2005-12-21,IBOV,33517.0,33484.75733531645,33483.744676277,33063.03970266785,453.96029733215255,33517.0
2005-12-22,IBOV,33512.0,33497.568237354746,33509.93012749611,33483.744676277,28.25532372300222,33512.0
2005-12-23,IBOV,33331.0,33341.180986128486,33344.10770864468,33509.93012749611,-178.9301274961108,33331.0
2005-12-26,IBOV,33297.0,33304.15573479752,33300.45092315349,33344.10770864468,-47.107708644682134,33297.0
2005-12-27,IBOV,33370.0,33351.02440153827,33364.90511157306,33300.45092315349,69.5490768465097,33370.0
2005-12-28,IBOV,33138.0,33175.42293100365,33154.62216494286,33364.90511157306,-226.90511157306173,33138.0
2005-12-29,IBOV,33455.0,33438.56833922596,33432.9955159014,33154.62216494286,300.3778350571374,33455.0
2005-12-30,IBOV,,33509.06876523941,33432.9955159014,33432.9955159014,,33509.06876523941
2006-01-02,IBOV,33507.0,33579.569191252864,33504.083540379936,33432.9955159014,74.0044840986011,33507.0
2006-01-03,IBOV,34540.0,34500.87166035048,34464.30058043851,33504.083540379936,1035.9164596200644,34540.0
2006-01-04,IBOV,35002.0,34963.433019872995,34962.61080444593,34464.30058043851,537.6994195614898,35002.0
2006-01-05,IBOV,34936.0,34973.83465539763,34937.94940143124,34962.61080444593,-26.610804445932445,34936.0
2006-01-06,IBOV,35475.0,35427.81023126741,35435.657811687124,34937.94940143124,537.0505985687632,35475.0
2006-01-09,IBOV,35337.0,35328.532409142725,35344.227278431026,35435.657811687124,-98.6578116871242,35337.0
2006-01-10,IBOV,35049.0,35129.98045322942,35070.62717482957,35344.227278431026,-295.2272784310262,35049.0
2006-01-11,IBOV,35952.0,35880.84427373567,35887.4341364345,35070.62717482957,881.3728251704306,35952.0
2006-01-12,IBOV,35779.0,35797.47753113853,35786.94345305293,35887.4341364345,-108.43413643450185,35779.0
2006-01-13,IBOV,35897.0,35930.74157872117,35888.93769561332,35786.94345305293,110.05654694706755,35897.0
2006-01-16,IBOV,36533.0,36459.59228804339,36485.81856022204,35888.93769561332,644.0623043866799,36533.0
2006-01-17,IBOV,36119.0,36127.810127788835,36145.871667058724,36485.81856022204,-366.8185602220401,36119.0
2006-01-18,IBOV,35805.0,35899.3180082963,35829.97090098552,36145.871667058724,-340.8716670587237,35805.0
2006-01-19,IBOV,36858.0,36776.61131610044,36782.69068179462,35829.97090098552,1028.0290990144786,36858.0
2006-01-20,IBOV,36694.0,36699.7027463558,36700.497126184004,36782.69068179462,-88.69068179462192,36694.0
2006-01-23,IBOV,36631.0,36689.653241276756,36636.09108272827,36700.497126184004,-69.49712618400372,36631.0
2006-01-24,IBOV,37399.0,37367.25501975541,37343.11233060658,36636.09108272827,762.9089172717286,37399.0
2006-01-25,IBOV,,37672.67828027788,37343.11233060658,37343.11233060658,,37672.67828027788
2006-01-26,IBOV,38014.0,37978.10154080036,37987.560834573495,37343.11233060658,670.8876693934217,38014.0
2006-01-27,IBOV,37822.0,37862.650847743775,37834.098329901935,37987.560834573495,-165.5608345734945,37822.0
2006-01-30,IBOV,38242.0,38223.79116688402,38212.11914451493,37834.098329901935,407.90167009806464,38242.0
2006-01-31,IBOV,38382.0,38371.45091458894,38369.55520587528,38212.11914451493,169.88085548506933,38382.0
2006-02-01,IBOV,38484.0,38395.4330621243,38475.61623010219,38369.55520587528,114.44479412471992,38484.0
2006-02-02,IBOV,37304.0,37381.05539892682,37389.82793966801,38475.61623010219,-1171.6162301021905,37304.0
2006-02-03,IBOV,37261.0,37270.07612981057,37270.43742187016,37389.82793966801,-128.82793966800818,37261.0
2006-02-06,IBOV,37321.0,37265.50551225592,37317.29598686524,37270.43742187016,50.562578129836766,37321.0
2006-02-07,IBOV,36561.0,36610.31687433423,36616.403232444376,37317.29598686524,-756.2959868652397,36561.0
2006-02-08,IBOV,36499.0,36533.319845244005,36507.60049331188,36616.403232444376,-117.40323244437604,36499.0
2006-02-09,IBOV,36882.0,36858.689081339035,36854.57298299032,36507.60049331188,374.399506688118,36882.0
2006-02-10,IBOV,36975.0,36910.76083567196,36966.17799627151,36854.57298299032,120.42701700967882,36975.0
2006-02-13,IBOV,36113.0,36209.69187956372,36175.50042267153,36966.17799627151,-853.1779962715082,36113.0
2006-02-14,IBOV,36626.0,36642.239645127476,36592.99819484396,36175.50042267153,450.49957732846815,36626.0
2006-02-15,IBOV,37239.0,37265.181199224375,37191.676480118724,36592.99819484396,646.0018051560401,37239.0
2006-02-16,IBOV,38256.0,38195.071437823986,38178.031897045475,37191.676480118724,1064.3235198812763,38256.0
2006-02-17,IBOV,38421.0,38410.63450415416,38403.20112427099,38178.031897045475,242.9681029545245,38421.0
2006-02-20,IBOV,38539.0,38504.67237651473,38529.05191511212,38403.20112427099,135.7988757290077,38539.0
2006-02-21,IBOV,38165.0,38196.25279149892,38191.66899365469,38529.05191511212,-364.0519151121189,38165.0
2006-02-22,IBOV,38246.0,38254.24129785499,38242.01992681997,38191.66899365469,54.331006345310016,38246.0
2006-02-23,IBOV,38405.0,38408.85087620646,38393.060728821765,38242.01992681997,162.98007318002783,38405.0
2006-02-24,IBOV,38610.0,38608.60817203356,38594.107892840715,38393.060728821765,216.93927117823478,38610.0
2006-02-27,IBOV,,38792.047660578675,38594.107892840715,38594.107892840715,,38792.047660578675
2006-02-28,IBOV,,38975.487149123794,38594.107892840715,38594.107892840715,,38975.487149123794
2006-03-01,IBOV,39177.0,39158.926637668905,39161.288105314336,38594.107892840715,582.8921071592849,39177.0
2006-03-02,IBOV,39125.0,39130.473815837926,39127.64933601691,39161.288105314336,-36.28810531433555,39125.0
2006-03-03,IBOV,39239.0,39166.19607461583,39230.84304172372,39127.64933601691,111.35066398308845,39239.0
2006-03-06,IBOV,38353.0,38348.36426462133,38417.30727942551,39230.84304172372,-877.8430417237178,38353.0
2006-03-07,IBOV,37422.0,37476.18303907894,37494.912247961736,38417.30727942551,-995.3072794255131,37422.0
2006-03-08,IBOV,37289.0,37239.24439448587,37304.08431134776,37494.912247961736,-205.91224796173628,37289.0
2006-03-09,IBOV,36312.0,36418.97045160057,36384.676146192236,37304.08431134776,-992.0843113477604,36312.0
2006-03-10,IBOV,36890.0,36852.81932860844,36852.9819866581,36384.676146192236,505.32385380776395,36890.0
2006-03-13,IBOV,36792.0,36850.761581372,36796.46729751369,36852.9819866581,-60.98198665810196,36792.0
2006-03-14,IBOV,37541.0,37537.625298231105,37486.45849892809,36796.46729751369,744.5327024863072,37541.0
2006-03-15,IBOV,38243.0,38184.92397226412,38187.57878216247,37486.45849892809,756.541501071908,38243.0
2006-03-16,IBOV,38156.0,38151.338621012525,38158.313335835235,38187.57878216247,-31.578782162468997,38156.0
2006-03-17,IBOV,38049.0,38063.10320824493,38057.00785970008,38158.313335835235,-109.3133358352352,38049.0
2006-03-20,IBOV,38203.0,38140.21397312759,38192.305197139,38057.00785970008,145.99214029991708,38203.0
2006-03-21,IBOV,37398.0,37481.22062801607,37456.187635837225,38192.305197139,-794.3051971390014,37398.0
2006-03-22,IBOV,37850.0,37797.90689460234,37821.15087435328,37456.187635837225,393.81236416277534,37850.0
2006-03-23,IBOV,37473.0,37503.85298704919,37498.50414672628,37821.15087435328,-348.15087435328314,37473.0
2006-03-24,IBOV,37577.0,37571.51985884494,37571.24970635786,37498.50414672628,78.49585327372188,37577.0
2006-03-27,IBOV,37641.0,37574.93749194014,37635.89037123186,37571.24970635786,69.75029364213697,37641.0
2006-03-28,IBOV,36682.0,36803.83751145537,36751.87821022674,37635.89037123186,-953.890371231857,36682.0
2006-03-29,IBOV,37491.0,37461.16193368063,37436.85488084732,36751.87821022674,739.1217897732568,37491.0
2006-03-30,IBOV,37776.0,37768.664519008984,37751.155579039005,37436.85488084732,339.1451191526794,37776.0
2006-03-31,IBOV,37951.0,37990.16583980049,37936.36019349632,37751.155579039005,199.8444209609952,37951.0
2006-04-03,IBOV,38717.0,38670.847922373534,38659.813436265445,37936.36019349632,780.6398065036774,38717.0
2006-04-04,IBOV,38802.0,38810.44250956085,38791.58397852446,38659.813436265445,142.1865637345545,38802.0
2006-04-05,IBOV,39053.0,39049.01717712558,39033.84970321933,38791.58397852446,261.4160214755393,39053.0
2006-04-06,IBOV,39285.0,39240.8971829434,39266.6017293326,39033.84970321933,251.1502967806664,39285.0
