Data,Close_filled,Close_filled_std
2005-11-30,563.55,-1.5673151048960683
2005-12-31,592.6433588885948,-1.5199312360858945
2006-01-31,677.59,-1.3815800572584251
2006-02-28,699.7378521605976,-1.3455082195162287
2006-03-31,690.36,-1.3607817710576824
2006-04-30,697.34,-1.3494135613723899
2006-05-31,642.24,-1.439154013186088
2006-06-30,649.3,-1.4276555088339156
2006-07-31,647.24,-1.431010596506079
2006-08-31,668.1,-1.397036262117082
2006-09-30,687.69,-1.365130355564807
2006-10-31,737.03,-1.2847711197664795
2006-11-30,810.79,-1.1646394369029882
2006-12-31,863.6594766427557,-1.0785318013117964
2007-01-31,849.39,-1.1017722601333193
2007-02-28,854.73,-1.0930750911190699
2007-03-31,886.22,-1.0417878528683737
2007-04-30,951.83,-0.9349299391932969
2007-05-31,1042.6,-0.7870943527844155
2007-06-30,1071.42,-0.740155699040844
2007-07-31,1077.82,-0.7297321256904328
2007-08-31,1046.69,-0.780433037940168
2007-09-30,1089.96,-0.709959909991371
2007-10-31,1137.66,-0.6322717148640861
2007-11-30,1068.21,-0.7453837725494097
2007-12-31,1047.7201796003037,-0.7787552015920645
2008-01-31,936.61,-0.9597184995672441
2008-02-29,1008.72,-0.8422741442081556
2008-03-31,903.41,-1.0137907863225033
2008-04-30,1000.0,-0.8564762628980912
2008-05-31,1103.0,-0.6887218792899079
2008-06-30,998.0,-0.8597336295700948
2008-07-31,971.0,-0.9037080796421428
2008-08-31,870.0,-1.0682050965783227
2008-09-30,667.0,-1.398827813786684
2008-10-31,487.0,-1.6919908142670044
2008-11-30,475.0,-1.7115350142990258
2008-12-31,499.6810792959409,-1.6713373517351884
2009-01-31,493.0,-1.682218714250994
2009-02-28,469.0,-1.7213071143150365
2009-03-31,481.0,-1.701762914283015
2009-04-30,638.0,-1.4460596305307356
2009-05-31,716.0,-1.3190223303225967
2009-06-30,720.0,-1.3125075969785898
2009-07-31,835.0,-1.125209013338385
2009-08-31,901.0,-1.0177159131622675
2009-09-30,968.0,-0.9085941296501482
2009-10-31,993.0,-0.8678770462501036
2009-11-30,1118.0,-0.6642916292498812
2009-12-31,1175.0732203869566,-0.5713374262736879
2010-01-31,1129.0,-0.6463761125538616
2010-02-28,1165.0,-0.5877435124577974
2010-03-31,1149.0,-0.6138024458338259
2010-04-30,1144.0,-0.6219458625138349
2010-05-31,1103.0,-0.6887218792899079
2010-06-30,1136.0,-0.6349753292018491
2010-07-31,1271.0,-0.4151030788416088
2010-08-31,1275.0,-0.40858834549760165
